age,race,years_educ,union_status,smsa_size,region,weekly_earn
33,1,14,2,2,2,388
21,1,12,2,2,2,375
42,2,12,1,2,2,400
55,1,18,2,2,2,577
36,1,16,2,3,2,600
26,1,11,1,2,2,465
50,1,16,2,2,2,808
21,1,12,2,3,2,333
21,1,13,2,3,2,140
42,1,12,2,2,3,150
21,2,14,2,2,3,150
41,1,12,2,3,3,700
51,1,12,2,2,3,650
31,1,14,2,2,3,300
31,1,9,2,2,3,270
33,1,12,1,3,3,510
45,1,12,1,2,3,300
40,1,16,2,2,3,375
42,1,15,2,3,3,220
42,2,14,2,2,3,200
21,1,12,2,3,3,257
23,1,10,2,3,3,214
26,2,14,2,2,3,200
22,1,14,2,2,3,134
36,1,12,2,2,3,250
44,1,12,1,2,3,500
44,1,12,2,2,3,234
41,2,12,1,3,3,420
29,2,15,2,3,3,250
40,1,12,2,3,3,500
59,1,16,2,2,3,600
43,1,3,2,3,3,320
43,1,10,2,1,3,452
31,1,17,2,1,3,500
43,1,10,2,1,3,410
37,1,16,2,1,3,400
61,1,7,2,3,3,210
39,2,12,1,1,3,552
23,1,16,2,1,3,365
52,1,8,2,1,3,500
28,1,16,2,1,3,300
25,2,10,2,1,3,255
62,1,16,2,1,3,400
25,1,16,2,1,3,327
39,1,12,2,1,3,460
27,1,17,2,1,3,750
36,1,14,2,1,3,423
36,1,18,1,1,3,827
50,1,16,2,1,3,999
41,1,12,2,1,3,360
48,1,16,2,1,3,999
32,2,16,2,1,3,400
52,1,12,2,1,3,712
58,1,16,2,3,3,999
46,1,12,2,3,3,350
33,1,16,2,3,3,323
30,1,12,2,2,3,590
22,1,12,2,2,3,134
41,2,12,2,2,3,121
46,1,12,2,2,3,550
46,1,12,2,2,3,675
34,1,16,2,2,3,500
31,1,16,2,2,3,500
35,1,12,2,2,3,442
45,1,12,2,2,3,475
44,1,12,2,2,3,350
25,1,7,2,3,3,336
57,1,16,2,2,3,999
24,1,12,2,2,3,240
24,1,14,1,2,3,502
48,1,14,2,2,3,400
27,1,13,2,2,3,564
53,1,14,2,2,3,550
25,1,12,2,2,3,328
36,2,14,2,2,3,320
34,2,14,2,2,3,320
24,1,16,2,2,4,640
48,1,18,1,2,4,569
21,1,14,2,1,4,340
25,1,14,2,3,4,124
39,1,13,1,1,4,689
52,1,13,2,3,4,577
22,1,14,2,1,4,250
52,1,12,1,3,4,510
40,1,12,2,3,4,160
43,1,16,2,1,4,550
53,1,16,2,1,4,900
31,1,16,2,3,4,270
27,1,14,1,1,4,330
44,1,11,2,1,2,400
31,1,12,2,1,2,200
47,1,17,1,1,2,364
32,1,12,1,1,2,520
30,1,16,2,1,2,673
29,1,17,2,1,2,712
42,1,12,1,3,2,680
31,1,17,2,1,2,450
27,1,12,2,1,2,360
55,1,14,2,1,2,600
25,1,12,2,1,2,480
29,1,16,2,3,2,500
25,1,17,2,1,2,361
35,1,12,1,2,3,326
46,1,10,2,3,3,250
29,1,16,2,2,3,675
26,1,12,2,2,3,360
51,1,12,2,2,3,999
49,1,12,2,3,3,194
32,1,12,2,3,3,455
28,1,12,2,2,3,300
37,2,12,2,3,3,340
36,2,12,1,3,3,200
48,1,12,2,3,3,320
43,1,12,1,3,3,462
40,1,14,2,2,3,400
28,1,12,2,3,3,640
26,1,12,2,3,3,280
43,1,12,2,2,3,320
42,1,12,1,2,3,660
36,2,13,1,2,3,586
22,1,16,2,3,3,325
50,1,11,2,3,3,377
38,1,16,2,2,3,999
50,1,12,2,2,3,325
32,1,12,2,3,3,160
33,1,16,1,3,3,424
43,1,12,2,2,3,761
25,1,14,2,3,3,150
49,1,8,2,3,3,240
25,1,12,2,3,3,147
26,1,9,2,3,3,174
36,1,12,2,3,3,300
37,1,14,1,2,3,394
30,1,12,1,3,3,250
54,1,6,2,2,3,200
26,1,12,2,3,3,239
41,1,8,2,3,3,171
58,1,13,2,3,3,520
49,2,12,2,2,3,100
56,1,12,2,2,3,440
24,2,11,2,2,3,134
34,2,12,2,2,3,440
37,1,8,2,3,3,257
36,1,9,2,3,3,270
26,2,13,2,2,3,176
37,2,10,2,2,3,214
55,1,10,2,3,3,200
24,2,12,2,3,3,298
35,1,14,2,2,3,450
30,1,15,2,2,3,318
31,1,12,2,2,3,254
42,2,12,2,3,3,367
28,1,15,2,2,3,526
27,1,16,2,2,3,400
28,1,10,2,3,3,180
50,1,12,2,3,3,263
46,2,15,2,2,3,300
44,1,12,2,2,3,552
41,1,9,2,2,3,252
33,2,12,2,3,3,200
39,1,13,2,2,3,509
34,2,14,1,2,3,999
53,1,14,2,2,3,360
24,2,12,2,3,3,280
21,1,12,2,2,3,183
48,2,12,2,2,3,220
28,1,12,2,3,3,220
28,2,12,2,2,3,240
30,2,12,2,3,3,194
59,2,11,1,2,3,360
42,1,16,2,3,3,999
37,2,12,2,2,3,232
21,2,12,2,2,1,999
48,1,18,2,2,1,999
47,1,12,2,1,1,800
34,1,12,2,2,1,480
35,1,18,2,1,1,999
44,1,13,1,2,1,467
63,1,12,2,2,1,999
25,1,14,2,2,1,370
49,2,13,1,2,1,375
27,2,11,2,2,1,280
25,1,12,2,1,1,445
54,1,16,2,2,1,999
56,2,10,1,1,1,302
55,1,10,2,2,1,341
32,1,16,1,2,1,450
23,1,12,2,2,1,240
28,1,12,2,2,1,288
32,1,12,2,2,3,414
58,1,16,2,2,3,441
46,1,18,1,2,3,999
21,1,12,2,2,3,180
24,1,12,2,2,3,460
27,1,12,2,2,3,500
32,2,14,2,2,3,200
54,1,12,2,2,3,320
45,1,15,2,2,3,247
42,1,12,2,2,3,550
59,1,14,2,3,2,999
54,1,18,2,2,2,750
36,1,14,2,3,2,999
60,1,12,1,2,2,400
24,1,16,2,2,2,850
41,1,14,1,2,2,600
51,1,12,1,3,2,436
55,1,16,2,2,4,890
30,1,16,2,2,4,600
64,1,12,2,3,4,465
60,1,18,1,2,4,942
36,1,16,2,2,4,605
56,1,9,1,3,4,444
34,1,17,1,3,4,404
50,1,17,2,2,4,480
29,1,13,2,2,4,650
34,1,18,2,2,4,550
37,1,12,2,2,4,350
30,1,11,2,3,4,90
46,1,12,2,2,4,761
41,1,13,1,3,4,400
28,1,14,2,2,4,400
39,1,12,2,3,4,660
32,1,12,2,2,4,400
39,1,13,2,3,4,270
36,1,16,2,2,4,550
23,1,13,2,2,4,140
33,1,12,2,2,4,340
32,1,12,2,2,4,300
42,1,17,2,2,4,600
35,1,13,1,2,4,460
39,1,13,2,2,4,190
40,1,16,2,3,4,400
33,1,11,2,2,4,354
44,1,9,2,2,4,600
46,1,18,2,2,4,999
36,1,13,1,2,4,392
32,1,14,2,3,4,642
38,1,15,2,3,4,550
35,1,14,1,2,4,424
34,1,14,2,3,4,560
37,1,12,2,3,4,500
22,1,12,2,2,4,298
33,2,14,2,3,3,350
44,1,10,2,3,3,280
41,2,7,2,3,3,248
53,1,15,2,2,3,878
28,1,10,2,3,3,244
51,1,12,2,3,3,246
29,1,16,1,2,3,420
25,1,12,2,2,3,200
30,2,12,2,2,3,200
28,2,12,2,2,3,176
30,1,12,2,3,3,190
32,2,12,2,3,3,400
25,1,14,2,3,3,220
32,2,12,2,3,3,280
26,2,12,2,3,3,999
55,1,12,2,3,3,250
31,1,9,2,3,3,192
41,1,12,2,3,3,300
25,2,12,2,2,3,160
36,1,12,2,3,3,405
24,1,12,2,3,3,200
47,1,10,2,3,3,413
31,1,16,2,2,2,450
38,1,16,2,2,2,999
26,1,12,2,3,2,413
36,1,12,2,2,2,360
25,1,12,2,2,2,198
35,1,15,2,3,2,551
42,1,16,2,3,2,180
40,1,12,1,3,2,471
50,1,12,1,3,2,503
57,1,12,2,2,2,480
33,1,15,2,2,2,300
27,1,11,2,2,2,160
63,1,12,2,3,2,500
47,1,14,2,2,2,584
27,1,9,2,3,2,270
56,1,12,2,3,2,313
29,1,12,2,3,2,520
22,1,12,2,2,2,200
33,1,16,2,2,2,550
30,1,13,2,3,2,224
39,1,12,2,3,2,428
44,1,17,2,3,3,480
25,1,12,2,3,3,334
40,1,12,1,3,3,279
58,1,16,2,3,3,400
45,2,12,1,3,3,425
40,1,12,2,2,3,240
32,1,12,1,3,3,472
24,1,12,2,3,3,320
24,1,12,2,3,3,240
49,1,13,2,3,3,434
38,1,12,2,3,3,999
33,1,10,2,2,3,900
52,1,12,2,3,3,442
32,1,16,2,3,3,350
28,1,18,1,2,3,346
44,1,9,2,3,3,128
24,1,12,2,2,3,275
29,1,12,1,3,3,480
39,1,9,2,3,3,134
52,1,16,2,2,3,320
35,1,12,2,3,3,500
30,1,18,2,2,3,830
39,1,18,2,3,3,999
40,1,8,2,2,3,268
38,1,12,2,3,3,300
40,1,17,2,3,3,200
46,1,13,1,3,3,210
58,1,8,1,2,3,280
40,1,12,1,2,3,225
26,1,10,1,2,3,383
28,1,14,2,2,3,600
55,1,15,2,3,3,325
45,1,12,1,3,3,360
28,1,12,2,2,3,400
32,1,12,2,3,3,420
42,1,14,2,2,2,999
35,1,16,1,2,2,800
40,1,14,2,2,2,500
42,1,8,1,2,2,201
44,1,18,2,2,2,999
56,1,18,2,3,2,723
32,1,12,1,2,2,600
23,1,10,2,3,2,210
53,1,12,2,3,2,208
40,1,12,2,2,2,252
48,1,12,2,2,2,198
27,1,14,2,3,2,300
48,1,12,2,2,2,600
44,1,13,2,3,2,999
27,1,12,2,2,2,286
27,1,12,2,3,2,175
37,1,13,2,3,2,400
48,1,12,2,3,2,460
43,1,12,2,3,2,274
61,1,12,1,2,2,340
51,1,16,2,2,2,388
39,1,13,1,3,2,840
39,1,14,2,3,4,540
26,3,8,2,3,4,115
48,1,10,2,2,4,294
37,1,12,2,3,4,503
24,1,14,2,2,4,180
38,1,12,2,3,4,536
21,1,11,2,2,4,200
26,1,14,1,2,4,640
37,1,17,1,2,4,400
42,1,12,2,2,4,350
31,1,13,2,2,4,400
23,1,12,2,2,4,210
36,1,15,1,2,4,700
39,1,16,2,3,4,480
31,1,16,2,3,4,500
60,1,11,2,3,4,192
27,1,14,2,3,4,290
56,3,15,1,2,4,800
30,1,16,2,2,4,300
32,1,12,2,3,4,240
22,3,12,2,2,4,88
24,1,16,2,3,4,600
30,3,12,2,3,4,540
28,3,10,2,2,4,320
52,1,18,2,3,4,999
25,3,12,2,3,4,300
26,1,12,2,3,4,253
27,1,12,1,3,4,320
45,1,12,2,2,4,692
32,1,12,1,2,4,560
22,1,13,2,3,4,400
34,1,12,2,3,4,400
25,1,9,2,3,4,360
26,3,12,2,3,4,294
53,1,17,2,3,4,250
44,1,18,2,3,4,999
32,1,9,2,3,4,400
47,1,12,2,3,1,700
38,1,12,2,3,1,152
41,1,13,2,3,1,440
40,1,12,2,3,1,360
41,1,18,2,3,1,600
29,1,16,1,3,1,335
37,1,8,2,3,1,200
30,1,18,2,2,4,692
60,1,12,1,2,4,760
33,1,18,1,2,4,700
38,1,15,2,2,4,999
47,1,18,1,2,4,800
52,1,12,2,3,4,318
58,1,10,2,3,4,999
51,1,16,1,2,4,720
32,1,16,2,2,4,550
24,1,12,2,2,4,220
37,1,16,2,3,4,658
47,1,16,2,2,4,999
52,1,6,2,2,4,280
42,1,14,1,2,4,640
58,1,8,2,2,1,440
29,1,10,2,2,1,275
51,1,12,1,2,1,520
33,1,14,2,2,1,650
59,1,13,1,2,1,260
50,1,16,2,2,1,999
51,1,11,2,3,1,400
25,1,16,2,3,4,250
35,1,15,1,3,4,420
48,1,12,2,3,4,350
45,1,12,1,3,4,400
55,1,16,2,2,4,500
51,1,13,2,3,4,220
36,1,12,1,3,4,520
39,1,18,2,2,4,999
55,1,16,2,2,4,692
26,1,12,1,3,4,275
27,1,12,2,3,4,373
38,1,12,1,3,4,400
40,1,14,1,2,4,450
58,1,12,2,3,4,279
21,1,12,2,3,4,125
47,1,16,2,2,4,999
30,1,12,2,2,1,256
29,1,10,2,2,1,300
41,1,16,2,2,1,999
40,1,18,2,1,1,675
32,1,16,2,3,1,680
48,1,18,2,3,1,900
27,1,12,2,3,1,200
49,1,12,2,1,1,810
21,1,12,2,1,1,220
26,1,15,1,2,1,605
30,1,11,2,1,1,520
21,3,14,2,3,1,380
28,1,12,2,3,1,350
57,1,12,2,3,1,850
39,1,12,2,3,1,500
30,1,12,2,3,1,333
21,1,11,2,2,1,320
41,1,17,1,1,1,425
39,1,7,2,3,1,300
30,1,10,2,3,1,320
48,1,16,2,2,4,175
36,1,11,1,2,4,538
32,1,16,2,2,4,770
30,1,16,2,2,4,300
61,1,14,2,3,4,200
27,1,12,1,2,4,840
34,1,15,2,2,4,577
23,2,12,2,2,4,107
26,1,12,2,3,4,240
61,1,11,2,2,4,500
47,2,12,1,2,4,200
54,1,16,2,2,4,534
42,1,14,1,3,4,600
23,1,12,2,2,4,200
42,1,11,2,3,4,370
38,3,11,2,3,4,297
30,1,12,1,3,4,400
42,1,17,2,3,4,720
35,1,18,1,3,4,337
22,1,12,2,3,4,200
24,1,12,2,3,4,270
23,1,12,2,3,4,400
39,1,12,2,3,4,405
55,1,18,2,3,4,808
30,1,14,2,3,4,193
31,1,12,2,3,4,465
48,1,12,1,3,4,770
31,1,12,1,3,4,620
21,1,12,1,3,4,380
27,1,14,2,3,4,375
23,1,12,2,3,4,232
25,1,16,1,3,4,394
51,1,12,2,2,2,250
36,1,12,2,3,2,508
28,1,12,2,3,2,200
45,1,8,2,3,2,310
40,1,13,2,3,2,467
47,1,12,2,3,2,680
29,1,12,2,3,2,250
34,1,12,2,3,2,212
27,1,13,2,3,2,400
47,1,13,1,3,2,416
31,1,12,2,2,2,350
30,1,12,2,2,2,380
25,1,12,2,3,2,334
62,1,12,1,2,2,472
41,1,18,2,2,2,770
35,1,9,2,3,2,120
40,1,8,1,2,2,600
25,1,12,2,3,2,225
44,1,12,1,3,2,520
23,1,14,2,3,2,180
33,1,16,2,3,2,300
22,1,16,2,3,2,420
35,1,16,2,3,2,675
51,1,12,2,3,2,450
33,1,12,2,3,2,550
29,1,16,2,3,2,750
27,1,12,2,3,2,450
36,1,16,2,3,2,250
26,1,16,2,3,2,117
36,1,12,2,3,2,400
33,1,12,1,3,2,400
24,1,16,2,3,2,300
31,1,16,2,3,2,360
33,1,14,2,3,2,350
36,1,16,1,3,2,450
37,1,16,2,3,2,700
22,1,11,2,3,2,250
39,1,13,1,3,2,498
42,1,12,2,3,2,530
32,1,12,2,3,2,590
28,1,14,2,3,2,400
44,1,12,1,3,2,360
34,1,12,2,3,2,450
28,1,13,2,3,2,400
57,1,12,2,3,2,400
34,1,18,2,3,2,400
44,1,12,2,3,2,350
22,1,12,2,3,2,117
39,1,14,2,3,2,845
38,1,18,2,1,3,900
29,2,14,2,1,3,500
48,2,9,2,1,3,450
25,2,12,2,1,3,450
33,2,12,1,1,3,999
36,2,18,2,1,3,900
32,2,10,2,1,3,480
52,1,18,2,1,3,999
37,2,12,1,1,3,500
31,1,17,2,1,3,750
30,1,18,2,1,3,999
37,1,18,2,1,3,999
37,2,12,2,1,3,383
36,1,18,2,1,3,900
24,1,16,2,1,3,428
38,2,12,2,1,3,498
28,2,14,2,1,3,400
53,1,12,1,3,3,300
42,1,15,2,1,3,500
22,1,12,1,1,3,500
25,1,12,2,1,3,550
32,1,12,2,1,3,280
36,1,13,2,1,3,315
34,1,12,1,1,3,800
57,1,12,1,1,3,500
43,1,18,2,3,3,655
34,1,12,2,1,3,475
43,1,14,1,1,3,400
40,1,13,2,3,3,370
46,1,12,1,3,3,770
22,1,12,1,1,3,362
52,1,16,2,1,3,350
30,1,12,2,1,3,360
28,1,12,1,3,1,290
51,1,8,2,3,1,200
58,1,14,2,2,1,600
24,1,18,2,3,1,444
54,1,12,2,3,1,400
39,1,18,2,3,1,490
60,1,12,2,3,1,243
36,1,12,2,3,1,286
40,1,12,2,3,1,300
22,1,12,2,3,1,270
30,1,12,2,3,1,320
55,1,16,1,3,1,328
39,1,12,2,3,1,284
23,1,12,2,2,1,450
46,1,11,2,3,1,400
45,1,12,2,3,1,300
31,1,14,2,3,4,300
51,3,12,2,3,4,742
35,1,16,2,3,4,600
47,1,18,1,3,4,540
44,1,12,2,3,4,400
34,1,12,1,3,4,744
26,1,13,2,3,4,330
31,1,12,2,3,4,134
24,1,12,2,3,4,264
40,1,12,2,3,4,480
60,3,9,1,3,4,440
31,1,12,1,3,4,700
27,1,12,2,3,4,275
34,1,15,1,3,4,345
37,1,16,2,3,4,600
43,3,12,1,3,4,640
38,1,18,1,3,4,692
49,1,12,1,3,4,480
29,1,10,2,3,4,400
28,1,17,2,3,4,400
37,1,14,2,3,4,200
25,1,14,2,2,4,360
49,1,12,2,2,4,600
23,1,12,1,2,4,554
28,1,12,2,2,4,360
27,1,13,2,3,4,338
28,1,12,2,2,4,364
54,1,13,1,3,4,999
52,1,13,1,3,4,999
46,1,16,2,2,4,999
36,1,12,2,2,4,430
40,1,12,1,3,4,330
52,2,12,1,2,4,640
37,1,15,2,3,4,863
59,1,12,2,2,4,750
27,2,12,1,2,4,408
46,1,12,2,3,4,900
24,1,12,2,2,4,580
25,1,12,2,2,4,588
28,1,16,2,2,4,813
28,1,16,2,2,4,999
33,1,16,2,2,4,845
48,1,17,2,3,4,865
57,1,14,2,3,4,600
56,1,8,2,3,4,314
47,1,12,2,3,4,575
29,1,16,2,2,4,600
22,1,12,2,2,4,320
49,1,14,2,2,4,999
44,1,14,2,3,4,600
25,1,13,2,1,4,245
30,3,12,2,1,4,358
43,1,18,2,1,4,999
41,1,12,2,1,4,225
41,1,16,2,1,4,999
52,1,14,2,1,4,999
21,1,12,2,1,4,280
23,3,5,2,1,4,164
27,1,16,2,1,4,615
28,2,12,2,1,4,140
27,2,16,2,1,4,280
42,3,12,2,1,4,400
33,1,14,2,1,4,600
38,1,14,2,3,4,750
30,3,12,1,1,4,400
28,1,16,2,1,4,675
21,1,14,2,1,4,192
37,1,12,1,1,4,576
28,1,13,2,1,4,280
47,1,14,2,1,4,900
26,3,12,2,1,4,660
56,1,12,2,1,4,300
54,1,16,2,1,4,999
45,3,12,2,1,4,360
39,1,18,1,2,4,700
42,1,12,2,2,4,380
40,1,15,1,3,4,537
43,1,15,2,2,4,923
37,3,13,1,2,4,470
33,1,16,2,1,4,480
23,1,12,2,1,4,290
28,1,14,1,1,4,400
25,3,8,2,1,4,412
29,1,12,1,1,4,710
28,1,16,2,1,4,630
49,1,18,2,1,4,999
41,1,15,1,1,4,999
30,1,11,2,1,4,592
31,1,6,2,1,4,600
30,1,0,2,1,4,240
48,1,14,2,1,4,999
54,1,13,2,2,4,662
54,1,15,2,2,4,248
53,1,12,1,1,4,640
25,1,14,2,1,4,358
56,1,16,2,1,4,999
32,1,16,2,1,4,600
43,1,16,2,1,4,999
28,1,17,2,1,4,999
42,3,4,2,1,4,546
33,3,4,2,1,4,260
38,1,12,2,1,4,500
47,3,12,2,1,4,375
35,1,18,2,1,4,999
27,3,6,1,1,4,425
24,1,11,1,1,4,974
53,1,8,1,1,4,800
24,3,10,1,1,4,134
52,1,9,2,1,4,500
37,1,18,2,1,4,999
56,3,8,2,1,4,117
34,1,12,2,1,4,400
29,1,13,1,1,4,456
35,1,16,2,1,4,577
43,1,18,1,1,4,700
32,2,14,2,1,4,450
34,1,16,2,1,4,650
47,1,14,2,1,4,375
36,1,14,1,1,4,392
23,3,8,2,1,4,160
25,1,12,2,1,4,400
49,2,14,2,1,4,272
61,2,10,2,1,4,350
36,3,14,1,1,4,900
34,1,16,2,1,4,270
36,1,18,2,1,4,615
45,1,13,2,1,4,769
61,1,12,2,1,4,500
32,1,18,2,1,4,850
42,1,14,2,1,4,320
37,1,18,1,1,4,750
32,1,18,1,1,4,700
39,1,18,2,1,4,800
33,1,18,2,1,4,750
61,1,14,2,1,4,160
36,3,12,1,1,4,400
40,1,18,1,1,4,567
26,1,12,2,2,4,291
22,1,12,2,1,4,400
31,3,12,2,3,4,480
25,3,12,2,1,4,500
40,1,12,1,2,4,560
31,3,16,1,1,4,586
48,3,14,1,2,4,630
40,1,12,2,1,4,595
29,2,13,2,1,4,334
30,1,18,2,1,4,935
40,3,13,2,1,4,720
53,1,16,2,1,4,200
42,1,17,1,2,4,837
45,1,14,2,1,4,220
33,1,15,1,1,4,800
28,1,14,2,3,4,500
24,3,9,2,1,4,136
52,1,16,2,1,4,962
49,2,12,1,1,4,640
42,1,17,2,2,4,600
50,1,17,2,2,4,800
37,1,18,2,1,1,999
39,2,11,2,2,1,380
37,1,18,2,1,1,999
50,1,11,1,2,1,640
30,1,12,1,1,1,450
43,1,18,2,3,1,650
48,1,9,2,2,1,342
30,1,12,2,3,1,220
56,1,14,1,1,1,700
35,1,12,2,1,1,400
33,1,16,2,1,1,400
46,1,12,2,1,1,600
57,1,18,2,2,1,600
30,1,16,2,2,1,700
50,1,12,1,2,1,481
56,1,16,1,1,1,840
32,1,13,2,3,1,475
24,1,13,2,1,1,340
31,1,12,2,2,1,630
55,1,10,2,1,1,600
25,1,12,1,2,1,560
26,1,16,2,1,1,520
62,1,11,1,2,1,355
35,1,12,2,2,1,380
46,2,14,2,1,1,999
35,1,12,1,1,1,500
37,3,7,2,1,1,144
30,1,11,2,2,1,600
64,1,18,1,1,1,900
26,1,12,2,2,1,500
37,3,10,1,1,1,420
30,2,12,2,1,1,125
42,1,16,2,2,1,900
60,3,5,2,1,1,250
24,1,0,2,2,1,114
31,2,15,2,1,1,711
48,2,12,2,1,1,320
60,1,17,2,1,1,999
21,1,12,1,1,1,300
60,1,9,1,1,1,334
42,3,10,2,1,1,180
32,1,12,1,1,1,425
42,1,14,1,1,1,250
30,1,14,1,1,1,500
56,3,8,1,1,1,300
35,1,18,1,1,1,600
30,3,16,1,1,1,600
39,1,12,1,2,1,425
33,1,18,2,1,1,999
63,1,18,2,1,1,800
24,3,2,1,1,1,400
50,1,12,2,2,1,590
42,1,18,2,2,1,999
30,1,13,1,1,1,376
57,1,16,2,1,1,673
42,1,18,1,1,1,846
23,1,14,2,2,1,226
21,1,16,2,2,1,134
24,1,12,2,2,1,175
55,1,17,1,1,1,300
50,3,8,1,1,1,300
29,1,13,1,1,1,990
35,1,12,1,1,1,525
22,1,14,2,2,1,450
38,1,9,2,1,1,160
30,1,12,2,2,1,250
40,1,13,1,2,1,440
43,1,18,2,1,1,999
24,1,16,2,1,1,400
36,1,12,1,2,1,400
45,1,12,1,2,1,300
44,1,18,1,1,1,770
40,1,15,2,1,1,650
36,1,16,1,1,1,625
49,1,14,1,2,1,481
38,1,15,1,2,1,477
60,1,18,2,2,1,600
41,2,18,1,1,1,760
26,2,18,2,1,1,250
49,1,12,1,1,1,470
45,1,13,1,2,1,650
48,1,16,2,1,1,600
39,1,18,2,1,1,450
42,1,12,1,3,1,290
37,3,12,1,1,1,350
36,1,12,2,1,1,280
27,1,12,2,1,1,240
27,1,10,2,3,1,200
30,1,12,2,2,1,400
63,1,14,2,1,1,400
39,1,16,2,2,1,999
32,3,12,2,1,1,800
26,1,16,2,1,1,519
61,1,16,2,2,1,999
34,1,12,2,1,1,360
41,1,16,2,1,1,999
25,1,12,2,3,1,210
23,1,11,1,3,1,660
59,1,18,2,1,1,999
27,1,11,2,2,1,449
44,1,18,2,1,1,999
38,1,13,2,2,1,560
64,1,18,2,1,1,700
32,1,16,2,1,1,999
29,1,16,2,1,1,350
48,3,12,2,1,1,150
28,3,4,2,1,1,370
47,2,12,1,1,1,320
51,1,12,2,3,1,240
45,1,17,2,1,1,600
47,1,12,2,2,1,600
30,1,16,2,1,1,400
40,1,12,2,2,1,344
45,1,18,1,1,1,999
22,1,8,2,3,1,325
29,1,14,2,1,3,290
52,2,13,1,1,3,359
21,1,12,2,1,3,240
26,1,16,2,1,3,220
34,1,14,2,1,3,769
29,3,12,1,3,3,475
40,1,18,2,1,3,999
29,3,14,2,1,3,480
62,1,13,1,1,3,440
34,1,16,2,2,3,700
47,3,6,2,1,3,466
28,3,12,1,1,3,557
32,1,12,2,1,3,900
23,3,7,2,1,3,230
23,3,12,2,3,3,225
39,1,12,2,2,3,999
44,3,12,2,2,3,140
22,1,12,2,3,3,360
28,3,13,2,1,3,350
35,2,14,1,3,3,355
53,1,18,2,1,3,999
47,1,18,2,1,3,808
53,1,12,2,1,3,211
24,1,12,2,1,3,280
56,3,5,2,2,3,272
27,3,12,2,3,3,150
28,2,13,2,1,3,240
26,3,12,2,1,3,107
50,1,18,2,1,3,808
29,1,16,2,1,3,550
36,1,18,2,2,3,865
57,1,14,2,1,3,700
41,1,18,2,2,3,950
26,3,6,2,3,3,200
52,1,12,2,3,3,440
33,3,14,2,2,3,400
57,2,10,2,2,3,275
30,3,10,2,1,3,250
35,3,12,2,2,3,292
30,1,18,2,1,3,385
44,1,18,2,1,3,999
32,1,14,2,1,3,580
39,1,10,2,2,3,360
43,1,11,2,2,3,300
33,1,16,2,3,3,475
36,1,12,2,3,3,850
37,2,12,2,1,3,250
50,1,12,2,2,3,158
27,1,16,2,1,3,600
27,1,12,2,2,3,750
26,3,0,2,1,3,200
38,1,17,2,1,3,999
27,3,9,2,2,3,150
27,1,12,2,1,3,560
31,3,5,2,3,3,200
34,3,12,2,2,3,260
46,1,12,2,3,3,400
51,1,14,1,1,3,999
37,1,12,2,1,3,999
36,3,18,2,2,3,460
29,1,17,2,2,3,238
23,3,11,2,2,3,125
47,1,18,2,1,3,615
35,1,12,1,3,3,780
38,1,17,2,3,3,400
41,2,12,2,1,3,170
41,1,12,2,3,3,340
38,1,16,2,1,3,635
35,3,14,2,2,3,200
47,1,11,1,3,3,520
28,1,16,2,3,3,375
36,1,14,2,2,3,560
25,1,16,2,1,3,530
26,1,14,2,2,3,260
61,1,7,2,1,3,520
61,3,3,1,1,3,400
49,3,7,2,2,3,200
45,1,16,2,3,3,500
39,1,16,2,2,3,480
34,1,12,1,1,1,838
33,1,17,2,1,1,999
31,1,12,2,1,1,400
50,1,16,2,2,1,850
34,1,15,2,3,1,325
29,1,12,2,2,1,246
35,1,10,2,3,1,332
46,1,12,2,2,1,402
26,1,12,2,2,1,999
26,1,10,2,2,1,300
56,1,12,2,2,1,999
25,1,12,2,1,1,180
41,1,18,1,2,1,600
40,1,14,2,2,1,692
31,1,12,2,1,1,192
61,1,10,1,2,1,839
36,1,15,1,1,1,358
33,1,12,2,1,1,750
59,1,12,1,1,1,600
29,1,11,2,3,1,128
41,1,12,2,1,1,372
39,2,12,2,1,1,462
56,1,14,2,2,1,999
42,1,14,2,2,1,725
52,1,14,2,2,1,999
39,1,12,1,2,1,371
37,1,12,2,3,1,350
22,1,12,2,2,1,206
63,1,16,2,1,1,625
53,1,12,2,2,1,215
35,1,12,1,2,1,394
52,1,12,2,2,1,692
22,1,12,2,1,1,450
37,1,12,1,2,1,300
26,1,11,2,3,1,220
62,1,11,2,1,1,673
34,1,14,2,1,1,300
34,1,9,2,3,1,220
39,1,18,2,1,1,999
43,1,10,2,2,1,200
45,1,12,1,1,1,400
31,1,16,2,1,1,220
53,1,11,2,2,1,400
39,1,12,1,1,1,672
58,1,18,2,1,1,700
39,1,14,2,1,1,500
33,1,12,2,3,1,228
35,1,12,1,2,1,400
39,1,12,2,2,1,310
37,1,16,1,3,1,294
29,1,12,2,2,1,360
46,1,12,1,1,1,640
43,1,12,1,2,1,550
56,1,12,1,1,1,700
31,1,12,2,1,1,332
64,1,12,2,1,1,430
29,1,12,2,1,1,320
37,1,16,2,1,1,673
46,1,12,1,2,1,440
33,1,12,1,2,1,440
44,1,12,2,1,1,565
45,1,18,1,2,1,570
43,1,12,2,2,1,577
23,1,12,2,2,1,230
48,1,18,2,1,1,800
40,1,16,2,1,1,550
44,1,12,1,3,1,180
37,1,10,2,2,1,516
46,1,12,2,1,1,134
25,1,12,2,1,1,300
27,1,16,2,2,1,700
49,1,9,1,2,1,240
63,1,12,1,1,1,360
